detector,experiment_id,node_id,injection_type,expected_metric,duration_seconds,detected,detection_delay_seconds,recovered,recovery_delay_seconds,peak_metric_value,first_fire_score,first_fire_metric,first_fire_samples_in_window,first_fire_detail
mcd_mahalanobis,jp-lisahost-20260422T073103Z-cpu,jp-lisahost,cpu_stress,cpu_percent,30,true,302,true,302,4.00,175.1002,multivariate,11,MCD Mahalanobis d=175.10 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T073520Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,true,45,true,15,100.00,175.1002,multivariate,2,MCD Mahalanobis d=175.10 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T074007Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,true,58,true,28,100.00,170.8098,multivariate,2,MCD Mahalanobis d=170.81 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T074502Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,true,63,true,33,100.00,168.6697,multivariate,3,MCD Mahalanobis d=168.67 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T074952Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,43,true,13,100.00,172.3632,multivariate,2,MCD Mahalanobis d=172.36 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T075618Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,47,true,17,100.00,172.6925,multivariate,2,MCD Mahalanobis d=172.69 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T080241Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,54,true,24,100.00,162.1734,multivariate,2,MCD Mahalanobis d=162.17 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T080907Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,58,true,28,100.00,162.8908,multivariate,2,MCD Mahalanobis d=162.89 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T081809Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,56,true,26,100.00,165.4621,multivariate,2,MCD Mahalanobis d=165.46 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T082712Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,53,true,23,100.00,165.7300,multivariate,2,MCD Mahalanobis d=165.73 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T103623Z-mem,jp-lisahost,memory_stress,memory_percent,30,true,42,true,42,40.78,530.6254,multivariate,2,MCD Mahalanobis d=530.63 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T103849Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,60.13,0.0000,,0,
mcd_mahalanobis,jp-lisahost-20260422T104043Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,60.17,0.0000,,0,
mcd_mahalanobis,jp-lisahost-20260422T104318Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,true,857,59.88,0.0000,,0,
mcd_mahalanobis,jp-lisahost-20260422T104742Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,true,593,59.86,0.0000,,0,
mcd_mahalanobis,jp-lisahost-20260422T105208Z-mem,jp-lisahost,memory_stress,memory_percent,30,true,327,true,327,60.08,514.2160,multivariate,11,MCD Mahalanobis d=514.22 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T105632Z-mem,jp-lisahost,memory_stress,memory_percent,60,true,63,true,33,59.98,514.2160,multivariate,3,MCD Mahalanobis d=514.22 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T110123Z-mem,jp-lisahost,memory_stress,memory_percent,60,true,42,true,12,60.16,461.4145,multivariate,2,MCD Mahalanobis d=461.41 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T110616Z-mem,jp-lisahost,memory_stress,memory_percent,60,true,49,true,19,60.19,459.6004,multivariate,2,MCD Mahalanobis d=459.60 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T111110Z-mem,jp-lisahost,memory_stress,memory_percent,150,true,55,true,25,60.47,459.4345,multivariate,2,MCD Mahalanobis d=459.43 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T111737Z-mem,jp-lisahost,memory_stress,memory_percent,150,true,58,true,28,60.38,444.2076,multivariate,2,MCD Mahalanobis d=444.21 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T112403Z-mem,jp-lisahost,memory_stress,memory_percent,150,true,62,true,32,60.41,444.9358,multivariate,3,MCD Mahalanobis d=444.94 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T113040Z-mem,jp-lisahost,memory_stress,memory_percent,300,true,55,true,25,60.50,439.0507,multivariate,2,MCD Mahalanobis d=439.05 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T113947Z-mem,jp-lisahost,memory_stress,memory_percent,300,true,48,true,18,60.35,436.2935,multivariate,2,MCD Mahalanobis d=436.29 (threshold 4.20) across 1 dimension(s)
mcd_mahalanobis,jp-lisahost-20260422T114826Z-mem,jp-lisahost,memory_stress,memory_percent,300,true,69,true,39,60.33,407.3901,multivariate,3,MCD Mahalanobis d=407.39 (threshold 4.20) across 1 dimension(s)
robust_shift,jp-lisahost-20260421T045458Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,87,true,237,100.00,100.0000,cpu_percent,3,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260421T062448Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,false,0,false,0,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260421T153933Z-cpu,jp-lisahost,cpu_stress,cpu_percent,90,false,0,false,0,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260422T072230Z-cpu,jp-lisahost,cpu_stress,cpu_percent,30,false,0,false,0,8.91,0.0000,,0,
robust_shift,jp-lisahost-20260422T072646Z-cpu,jp-lisahost,cpu_stress,cpu_percent,30,false,0,false,0,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260422T073103Z-cpu,jp-lisahost,cpu_stress,cpu_percent,30,true,322,false,0,4.00,100.0000,cpu_percent,11,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260422T073520Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,true,65,false,0,100.00,100.0000,cpu_percent,2,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260422T074007Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,false,0,false,0,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260422T074502Z-cpu,jp-lisahost,cpu_stress,cpu_percent,60,false,0,true,623,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260422T074952Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,393,true,243,100.00,3.5000,cpu_percent,13,CPU returned to baseline
robust_shift,jp-lisahost-20260422T075618Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,true,7,false,0,100.00,3.5000,cpu_percent,0,CPU returned to baseline
robust_shift,jp-lisahost-20260422T080241Z-cpu,jp-lisahost,cpu_stress,cpu_percent,150,false,0,true,674,100.00,0.0000,,0,
robust_shift,jp-lisahost-20260422T080907Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,138,true,138,100.00,100.0000,cpu_percent,4,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260422T081809Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,196,true,196,100.00,100.0000,cpu_percent,6,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260422T082712Z-cpu,jp-lisahost,cpu_stress,cpu_percent,300,true,253,true,253,100.00,100.0000,cpu_percent,8,robust z + baseline shift gate fired
robust_shift,jp-lisahost-20260422T103623Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,40.78,0.0000,,0,
robust_shift,jp-lisahost-20260422T103849Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,60.13,0.0000,,0,
robust_shift,jp-lisahost-20260422T104043Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,60.17,0.0000,,0,
robust_shift,jp-lisahost-20260422T104318Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,59.88,0.0000,,0,
robust_shift,jp-lisahost-20260422T104742Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,59.86,0.0000,,0,
robust_shift,jp-lisahost-20260422T105208Z-mem,jp-lisahost,memory_stress,memory_percent,30,false,0,false,0,60.08,0.0000,,0,
robust_shift,jp-lisahost-20260422T105632Z-mem,jp-lisahost,memory_stress,memory_percent,60,false,0,false,0,59.98,0.0000,,0,
robust_shift,jp-lisahost-20260422T110123Z-mem,jp-lisahost,memory_stress,memory_percent,60,false,0,false,0,60.16,0.0000,,0,
robust_shift,jp-lisahost-20260422T110616Z-mem,jp-lisahost,memory_stress,memory_percent,60,false,0,false,0,60.19,0.0000,,0,
robust_shift,jp-lisahost-20260422T111110Z-mem,jp-lisahost,memory_stress,memory_percent,150,false,0,false,0,60.47,0.0000,,0,
robust_shift,jp-lisahost-20260422T111737Z-mem,jp-lisahost,memory_stress,memory_percent,150,false,0,false,0,60.38,0.0000,,0,
robust_shift,jp-lisahost-20260422T112403Z-mem,jp-lisahost,memory_stress,memory_percent,150,false,0,false,0,60.41,0.0000,,0,
robust_shift,jp-lisahost-20260422T113040Z-mem,jp-lisahost,memory_stress,memory_percent,300,false,0,false,0,60.50,0.0000,,0,
robust_shift,jp-lisahost-20260422T113947Z-mem,jp-lisahost,memory_stress,memory_percent,300,false,0,false,0,60.35,0.0000,,0,
robust_shift,jp-lisahost-20260422T114826Z-mem,jp-lisahost,memory_stress,memory_percent,300,false,0,false,0,60.33,0.0000,,0,
